reference,name,document type,document-url,documentation-url,organisation,adopted-date,notes,entry-date,start-date,end-date
ESX/11,Infrastructure Funding Statement,IFS,https://www.hastings.gov.uk/content/AnnualInfrastructureFundingStatement/AnnualInfrastructureFundingStatement2022-23.pdf,https://www.hastings.gov.uk/planning/AnnualInfrastructureFundingStatement/,local-authority: HAS,,,,01/04/2022,31/03/2023
EAS/3,Infrastructure Funding Statement,IFS,https://www.lewes-eastbourne.gov.uk/media/3674/Eastbourne-Borough-Council-Infrastructure-Funding-Statement-2022-23/pdf/Eastbourne_Infrastructure_Funding_Statement_2022-23.pdf?m=1704362393463,https://www.lewes-eastbourne.gov.uk/article/1679/CIL-and-S106-Monitoring-Reports,local-authority: EAS,,,,01/04/2022,31/03/2023
EAT/2,Infrastructure Funding Statement,IFS,https://www.eastleigh.gov.uk/media/14246/infrastructure-funding-statement-2022-23.pdf,https://www.eastleigh.gov.uk/planning-and-building/planning-policy-and-implementation/local-plan/local-plan-monitoring,local-authority: EAT,,,,01/04/2022,31/03/2023
ELM/2,Infrastructure Funding Statement,IFS,https://www.elmbridge.gov.uk/sites/default/files/2023-12/2022%20to%202023%20Annual%20Infrastructure%20Funding%20Statement.pdf,https://www.elmbridge.gov.uk/planning/community-infrastructure-levy-cil/cil-strategic-infrastructure-projects,local-authority: ELM,,,,01/04/2022,31/03/2023
EPP/2,Infrastructure Funding Statement,IFS,https://www.eppingforestdc.gov.uk/wp-content/uploads/2023/12/INFRASTRUCTURE-FUNDING-STATEMENT-2022-23.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/infrastructure-delivery/,local-authority: EPP,,,,01/04/2022,31/03/2023
EPS/2,Infrastructure Funding Statement,IFS,https://www.epsom-ewell.gov.uk/sites/default/files/documents/residents/planning/planning-policy/community-infrastructure-levy-cil/Final%20Infrastructure%20Funding%20Statement%202022%20to%2023.pdf,https://www.epsom-ewell.gov.uk/residents/planning/planning-policy/monitoring/infrastructure-funding-statement,local-authority: EPS,,,,01/04/2022,31/03/2023
ERE/2,Infrastructure Funding Statement,IFS,https://www.erewash.gov.uk/component/jdownloads/?task=download.send&id=501&catid=22&m=0&Itemid=435,https://www.erewash.gov.uk/planning-policy-section/infrastructure-funding-statement.html,local-authority: ERE,,,,01/04/2022,31/03/2023
ESS/2,Infrastructure Funding Statement,IFS,https://www.essex.gov.uk/sites/default/files/2024-02/Essex%20County%20Council%20Infrastructure%20Funding%202022%20to%202023%20-%20updated.pdf,https://www.essex.gov.uk/planning-land-and-recycling/planning-and-development/planning-advice-and-guidance/guidance,local-authority: ESS,,The Council received no funding from the Chelmsford Community Infrastructure Levy in 2022/23,,01/04/2022,31/03/2023
EXE/2,Infrastructure Funding Statement,IFS,https://exeter.gov.uk/media/tshdimje/infrastructure-funding-statement-23-24_accessible.pdf,https://exeter.gov.uk/planning-services/payments-from-developers/annual-infrastructure-funding-statement/,local-authority: EXE,,,,01/04/2023,31/03/2024
FAR/2,Infrastructure Funding Statement,IFS,http://www.fareham.gov.uk/pdf/planning/local_plan/FarehamBoroughCouncilInfrastructureFundingStatement2021-22.pdf,https://www.fareham.gov.uk/planning/local_plan/ifs.aspx,local-authority: FAR,,,,01/04/2021,31/03/2022
FEN/2,Infrastructure Funding Statement,IFS,https://www.fenland.gov.uk/media/21433/Infrastructure-Funding-Statement-2023-2024/pdf/Infrastructure_Funding_Statement__2023_2024.pdf?m=1726055044347,https://www.fenland.gov.uk/article/15672/Infrastructure-Funding-Statement,local-authority: FEN,,,,01/04/2023,31/03/2024
SHE/2,Infrastructure Funding Statement,IFS,https://www.folkestone-hythe.gov.uk/downloads/file/5312/infrastructure-funding-statement-adopted-2023,https://www.folkestone-hythe.gov.uk/planning/infrastructure-funding-statement,,,,,01/04/2022,31/03/2023
FOE/2,Infrastructure Funding Statement,IFS,https://www.fdean.gov.uk/media/kgqpo0zq/infrastructure-funding-statement-2022-to-2023.pdf,https://www.fdean.gov.uk/planning-and-building/planning-policy/supporting-information-for-the-local-plan-2041/,local-authority: FOE,,The district currently does not operate CIL therefore this is not included within the statement,,01/04/2022,31/03/2023
FYL/2,Infrastructure Funding Statement,IFS,https://new.fylde.gov.uk/wp-content/uploads/2023/12/Infrastructure-Funding-Statement-2022-23.pdf,https://new.fylde.gov.uk/resident/planning/planning-policy-local-plan/infrastructure-funding-statement/,local-authority: FYL,,,,01/04/2022,31/03/2023
GAT/2,Infrastructure Funding Statement,IFS,https://www.gateshead.gov.uk/media/38690/Gateshead-Infrastructure-Funding-Statement-2022-23/pdf/Gateshead_Infrastructure_Funding_Statement_2022-23.pdf?m=1700827634963,https://www.gateshead.gov.uk/article/17216/Infrastructure-Funding-Statement,local-authority: GAT,,,,01/04/2022,31/03/2023
GED/2,Infrastructure Funding Statement,IFS,https://www.gedling.gov.uk/media/Appendix%20A)%20Infrastructure%20Funding%20Statement%202022-23.docx,https://www.gedling.gov.uk/cil/,local-authority: GED,,,,01/04/2022,31/03/2023
GLO/2,Infrastructure Funding Statement,IFS,https://www.gloucestershire.gov.uk/media/xsafrfty/gloucestershire-county-council-ifs-2022-23.pdf,https://www.gloucestershire.gov.uk/planning-and-environment/planning-policy-old-menu/infrastructure-funding-statement-ifs/,local-authority: GLO,,,,01/04/2022,31/03/2023
GLS/2,Infrastructure Funding Statement,IFS,https://www.gloucestershire.gov.uk/media/xsafrfty/gloucestershire-county-council-ifs-2022-23.pdf,https://www.gloucestershire.gov.uk/planning-and-environment/planning-policy-old-menu/infrastructure-funding-statement-ifs/,local-authority: GLS,,"Currently 5 of the 6 District/Borough Councils have CIL in place:
Local Planning Authority CIL charging status: Cheltenham Borough, Cotswold District, Gloucester City, Stroud District and Tewkesbury Borough",,,
GOS/2,Infrastructure Funding Statement,IFS,https://www.gosport.gov.uk/media/4562/Infrastructure-Funding-Statement-IDP-2023/pdf/Infrastructure_Funding_Statement_IDP_2023.pdf?m=1702904249990,https://www.gosport.gov.uk/article/1953/Infrastructure-Funding-Statement-IFS-and-Developer-Contributions,local-authority: GOS,,,,01/04/2022,31/03/2023
GRA/2,Infrastructure Funding Statement,IFS,https://www.gravesham.gov.uk/downloads/file/621/infrastructure-funding-statement-2021-to-2022,https://www.gravesham.gov.uk/planning/community-infrastructure-levy,local-authority: GRA,,,,01/04/2021,31/03/2022
GRY/2,Infrastructure Funding Statement,IFS,https://www.great-yarmouth.gov.uk/article/11065/Infrastructure-Funding-Statement-2022-23,https://www.great-yarmouth.gov.uk/article/9246/Infrastructure-funding-statement,local-authority: GRY,,,,01/04/2022,31/03/2023
HAM/2,Infrastructure Funding Statement,IFS,https://documents.hants.gov.uk/environment/IFS-2223.pdf,https://www.hants.gov.uk/landplanningandenvironment/developer-contributions,local-authority: HAM,,,,01/04/2022,31/03/2023
HAO/2,Infrastructure Funding Statement,IFS,https://www.harborough.gov.uk/download/downloads/id/8348/infrastructure_funding_statement_2022-23.pdf,https://www.harborough.gov.uk/downloads/file/8348/infrastructure_funding_statement_2022-23,local-authority: HAO,,,,01/04/2022,31/03/2023
HAR/2,Infrastructure Funding Statement,IFS,https://www.harlow.gov.uk/sites/default/files/documents/Infrastructure%20funding%20statement%202023%20to%202024.pdf,https://www.harlow.gov.uk/planning-and-building-control/planning-policy/evidence/infrastructure-funding-statement,local-authority: HAR,,,,,
HAT/2,Infrastructure Funding Statement,IFS,https://www.hart.gov.uk/sites/default/files/2024-10/Infrastructure-Funding-Statement-2023-24_0.pdf,https://www.hart.gov.uk/planning-and-building-control/planning-policy/developer-contributions,local-authority: HAT,,,,01/04/2023,31/03/2024
HAS/2,Infrastructure Funding Statement,IFS,https://www.hastings.gov.uk/content/AnnualInfrastructureFundingStatement/AnnualInfrastructureFundingStatement2022-23.pdf,https://www.hastings.gov.uk/planning/AnnualInfrastructureFundingStatement/,local-authority: HAS,,,,01/04/2022,31/03/2023
HRT/2,Infrastructure Funding Statement,IFS,https://www.hertfordshire.gov.uk/doc/about/property/hertfordshire-county-council-infrastructure-funding-statement-2024.pdf,https://www.hertfordshire.gov.uk/about-the-council/freedom-of-information-and-council-data/open-data-statistics-about-hertfordshire/who-we-are-and-what-we-do/property/planning-obligations-guidance.aspx#S106,local-authority: HRT,,"but as the county council is not a CIL charging authority, this statement will report solely on S106 contributions",,01/04/2023,31/03/2024
HER/2,Infrastructure Funding Statement,IFS,https://www.hertsmere.gov.uk/Documents/09-Planning--Building-Control/Planning-Policy/Infrastructure-and-delivery/HBC-Infrastructure-Funding-Statement-2022-2023-PDF-1011-kb.pdf,https://www.hertsmere.gov.uk/Planning--Building-Control/Infrastructure-and-Delivery/Infrastructure-Funding-Statement-and-Annual-Reports.aspx,local-authority: HER,,,,01/04/2022,31/03/2023
HIN/2,Infrastructure Funding Statement,IFS,https://www.hinckley-bosworth.gov.uk/downloads/file/8152/infrastructure_funding_statement_2022_-_2023,https://www.hinckley-bosworth.gov.uk/downloads/download/1831/infrastructure_funding_statement,local-authority: HIN,,,,01/04/2022,31/03/2023
KHL/2,Infrastructure Funding Statement,IFS,https://www.hull.gov.uk/downloads/file/1883/hull-infrastructure-funding-statement-2022-to-2023,https://www.hull.gov.uk/downloads/download/166/hull-infrastructure-funding-statement,local-authority: KHL,,,,01/04/2022,31/03/2023
HUN/2,Infrastructure Funding Statement,IFS,https://www.huntingdonshire.gov.uk/media/otmdnn1k/infrastructure-funding-statement-2022-23.pdf,https://www.huntingdonshire.gov.uk/planning/community-infrastructure-levy-cil/annual-reporting/,local-authority: HUN,,,,01/04/2022,31/03/2023
HYN/2,Infrastructure Funding Statement,IFS,https://www.hyndburnbc.gov.uk/download/section-106-agreements-s106/?ind=1653663052422&filename=Hyndburn%20Infrastructure_Funding_Statement_2019_20%20and%202020_21.pdf&wpdmdl=59839&refresh=674700715375c1732706417,https://www.hyndburnbc.gov.uk/download/section-106-agreements-s106/,local-authority: HYN,,,,01/04/2019,31/03/2020
IPS/2,Infrastructure Funding Statement,IFS,https://www.ipswich.gov.uk/sites/ipswich/files/m-files/infrastructure_funding_statement_apr_22_-_mar_23.pdf,https://www.ipswich.gov.uk/planning-and-building-control/planning-policy/planning-obligations/section-106-agreements-and,local-authority: IPS,,,,01/04/2022,31/03/2023
IOW/2,Infrastructure Funding Statement,IFS,https://iwc.iow.gov.uk/documentlibrary/download/infrastucture-funding-statement-2021,https://iwc.iow.gov.uk/documentlibrary/letter/i,local-authority: IOW,,,,01/04/2020,31/03/2021
KEN/2,Infrastructure Funding Statement,IFS,https://www.kent.gov.uk/__data/assets/pdf_file/0019/159013/KCC-Infrastructure-Funding-Statement-2022-2023.pdf,https://www.kent.gov.uk/about-the-council/strategies-and-policies/service-specific-policies/economic-regeneration-and-planning-policies/planning-policies/infrastructure-funding-statement,local-authority: KEN,,,,,
KIR2,Infrastructure Funding Statement,IFS,https://www.kirklees.gov.uk/beta/planning-policy/pdf/infrastructure-funding-statement-2023.pdf,https://www.kirklees.gov.uk/beta/planning-policy/infrastructure-funding-statements.aspx,local-authority: KIR,,,,01/04/2022,31/03/2023
KWL/2,Infrastructure Funding Statement,IFS,https://www.knowsley.gov.uk/sites/default/files/2023-12/S106%20Infrastructure%20Funding%20Statement%202021%20-%202022.pdf,"https://www.knowsley.gov.uk/planning-and-development/section-106-s106-legal-agreements#:~:text=The%20Infrastructure%20Funding%20Statement%20(IFS,to%20Section%20106%20Legal%20Agreements.",local-authority: KWL,,,,01/04/2021,31/03/2022
LAN/2,Infrastructure Funding Statement,IFS,https://www.lancaster.gov.uk/assets/attach/12835/Funding-Statement-2022-to-2023.pdf,https://www.lancaster.gov.uk/planning/infrastructure-funding-statement,local-authority: LAN,,,,01/04/2022,31/03/2023
LDS/2,Infrastructure Funding Statement,IFS,"https://www.leeds.gov.uk/planning/community-infrastructure-levy/infrastructure-funding-statement#:~:text=5.4%20In%20the%20reporting%20year,of%20s106%20funds%20on%20infrastructure.",https://www.leeds.gov.uk/planning/community-infrastructure-levy/how-the-cil-money-is-spent,local-authority: LDS,,,,01/04/2022,31/03/2023
LCE/2,Infrastructure Funding Statement,IFS,https://www.leicester.gov.uk/media/lx5cr2ue/infrastructure-funding-statement-2022-2023.pdf,https://www.leicester.gov.uk/your-council/policies-plans-and-strategies/planning-and-development/infrastructure-funding-statements/,local-authority: LCE,,,,01/04/2022,31/03/2023
LEC/2,Infrastructure Funding Statement,IFS,https://www.leicestershire.gov.uk/sites/default/files/2023-12/lcc-infrastructure-funding-statement-2022-23.pdf,https://www.leicestershire.gov.uk/environment-and-planning/planning/developer-contributions,local-authority: LEC,,,,01/04/2022,31/03/2023
LEE/3,Infrastructure Funding Statement,IFS,https://www.lewes-eastbourne.gov.uk/media/3673/Lewes-District-Council-Infrastructure-Funding-Statement-2022-23/pdf/Lewes_DC_IFS_2022_2023.pdf?m=1704362394550,https://www.lewes-eastbourne.gov.uk/article/1679/CIL-and-S106-Monitoring-Reports,local-authority: LEE,,,,01/04/2022,31/03/2023
LIF/2,Infrastructure Funding Statement,IFS,https://www.lichfielddc.gov.uk/downloads/file/2656/infrastucture-funding-statement-2024,https://www.lichfielddc.gov.uk/downloads/download/312/infrastructure-funding-statement,local-authority: LIF,,,,01/04/2023,31/03/2024
LIN/2,Infrastructure Funding Statement,IFS,https://www.lincolnshire.gov.uk/council-business/infrastructure-funding-statement-2022-2023,https://www.lincolnshire.gov.uk/directory-record/65713/infrastructure-funding-statement,local-authority: LIN,,,,01/04/2022,31/03/2023
BDG/2,Infrastructure Funding Statement,IFS,https://www.lbbd.gov.uk/sites/default/files/2024-02/Annual%20Infrastructure%20Funding%20Statement%202022-2023.pdf,https://www.lbbd.gov.uk/planning-building-control-and-local-land-charges/planning-guidance-and-policies/developer-0,local-authority: BDG,,"Timeframe is a calendar year, not a financial. ",,01/01/2024,31/12/2024
BNE/2,Infrastructure Funding Statement,IFS,https://www.barnet.gov.uk/sites/default/files/ifs_report_londonboroughofbarnet_22-23_0.odt,https://www.barnet.gov.uk/planning-and-building-control/planning-applications-and-permissions/community-infrastructure-levy,local-authority: BNE,,,,01/04/2022,31/03/2023
BEX/2,Infrastructure Funding Statement,IFS,https://www.bexley.gov.uk/sites/default/files/2023-12/bexley-infrastructure-funding-statement-2023-final.pdf,https://www.bexley.gov.uk/services/planning-and-building-control/community-infrastructure-levy-cil/what-community-infrastructure-levy,local-authority: BEX,,,,01/04/2022,31/03/2023
,Infrastructure Funding Statement 2022 203,IFS,https://www.southderbyshire.gov.uk/assets/attach/11766/Infrastructure-Funding-Statement-2022-2023.pdf,https://www.southderbyshire.gov.uk/our-services/planning-and-building-control/planning/section106?chapter=3,local-authority: SDE,,,,,
,2022-23 Infrastructure Funding Statement,IFS,https://beta.southglos.gov.uk/static/c429f4b35b6a57c8ace491244b04b7e0/2022-23-Infrastructure-Funding-Statement.pdf,https://beta.southglos.gov.uk/community-infrastructure-levy-cil/,local-authority: SGC,,,,,
,Infrastructure Funding Statement 2022/23,IFS,https://www.sholland.gov.uk/media/23608/Infrastructure-Funding-Statement-2022-23/pdf/Infrastructure_Funding_Statement_2022-2023.pdf?m=1700141244900,https://www.sholland.gov.uk/article/16263/Infrastructure-funding-statement,,,,,,
,Infrastructure Funding Statement 2022-2023,IFS,https://www.southkesteven.gov.uk/sites/default/files/2023-12/Infrastructure%20funding%20statement%202022-2023.pdf,https://www.southkesteven.gov.uk/planning-building-control/planning-policy-local-plans/monitoring/infrastructure-funding-statements,,,,,,
,for the financial year 2022/23,IFS,https://www.southoxon.gov.uk/wp-content/uploads/sites/2/2023/12/South-IFS-2022-23-Final-1.pdf,https://www.southoxon.gov.uk/south-oxfordshire-district-council/community-support/infrastructure-to-support-communities/community-infrastructure-levy-or-cil-header-page/community-infrastructure-levy-or-cil/,local-authority: SOX,,,,,
,Infrastructure Funding Statement 2022 to 2023,IFS,https://www.southtyneside.gov.uk/article/19717/Infrastructure-Funding-Statement-2022-23,https://www.southtyneside.gov.uk/article/6503/Infrastructure-Funding-Statement,local-authority: STY,,,,,
,Infrastructure Funding Statement 2022/2023,IFS,https://www.southampton.gov.uk/media/4a4hmubj/22-23-scc-infrastructure-funding-statement.pdf,https://www.southampton.gov.uk/planning/community-infrastructure-levy/spending-cil/,local-authority: STH,,,,,
,Infrastructure Funding Statement 2023 to 2024,IFS,https://www.southend.gov.uk/downloads/file/8448/infrastructure-funding-statement-2023-to-2024,https://www.southend.gov.uk/local-planning-framework/community-infrastructure-levy-cil,local-authority: SOS,,,,,
,Infrastructure Funding Statement 2022-23,IFS,https://www.stalbans.gov.uk/sites/default/files/attachments/Infrastructure%20Funding%20Statement%202022-23.pdf,https://www.stalbans.gov.uk/infrastructure-funding-statement,local-authority: SAL,,,,,
305,Infrastructure Funding Statement - 2022-2023,IFS,https://www.staffordshire.gov.uk/Environment/Planning/aZ/Infrastructure-Funding-Statement-2022-2023.aspx,https://www.staffordshire.gov.uk/Environment/Planning/aZ/Infrastructure-Funding-Statement-2022-2023.aspx,local-authority: STS,,,,,
,Infrastructure Funding Statement - December 2023,IFS,https://www.stevenage.gov.uk/documents/planning-policy/community-infrastructure-levy-cil/infrastructure-funding-statement-december-2023.pdf,https://www.stevenage.gov.uk/planning-and-building-control/planning-policy/community-infrastructure-levy-cil/community-infrastructure-levy,local-authority: STV,,,,,
,Infrastructure Funding Statement (IFS),IFS,https://www.stockport.gov.uk/infrastructure-funding-statement-ifs/infrastructure-funding-statement-2022-to-2023,https://www.stockport.gov.uk/infrastructure-funding-statement-ifs/infrastructure-funding-statement-2022-to-2023,local-authority: SKP,,,,,
,2022/23 Infrastructure Funding Statement,IFS,https://www.stratford.gov.uk/doc/212262/name/Appendix%201%20IFS%20report%20reformatted.pdf,https://www.stratford.gov.uk/planning-building/infrastructure-planning.cfm,local-authority: STR,,,,,
,Infrastructure Funding Statement 2022-23,IFS,https://www.sunderland.gov.uk/article/29836/Infrastructure-Funding-Statement-2022-23-PDF,https://www.sunderland.gov.uk/planning-obligations,local-authority: SND,,IFS from S106 Agreements,,,
326,Infrastructure funding statement - 2022/23,IFS,https://www.telford.gov.uk/downloads/file/26675/infrastructure_funding_statement_-_202223,https://www.telford.gov.uk/downloads/download/5893/annual_infrastructure_funding_statements,local-authority: TFW,,,,,
,Infrastructure Funding Statement 2022-23,IFS,https://www.tmbc.gov.uk/downloads/file/3444/infrastructure-funding-statement-2022-23,https://www.tmbc.gov.uk/planning/planning-obligations/1,local-authority: TON,,,,,
,Torbay Infrastructure Funding Statement The report covers the financial year 1 April - 31 March 2020,IFS,https://www.torbay.gov.uk/media/15457/finaltorbayifs23dec2020.pdf,https://www.torbay.gov.uk/council/policies/planning-policies/local-plan/cil/,local-authority: TOB,,,,,
,Infrastructure Funding Statement (IFS) 2022/2023,IFS,https://www.torridge.gov.uk/media/26998/Infrastructure-Funding-Statement-IFS-2022-2023/pdf/IFS_2022-23_FINAL_V2-_Figure_1_links_fixed_locked.pdf?m=1704971055460,https://www.torridge.gov.uk/ifs,local-authority: TOR,,,,,
,Part 1: Community Infrastructure Levy (CIL) Report,IFS,https://www.trafford.gov.uk/planning/strategic-planning/docs/CIL-Report-22-23-v2.pdf,https://www.trafford.gov.uk/planning/strategic-planning/Other-Supporting-Documents/community-infrastructure-levy.aspx,local-authority: TRF,,,,,
,Annual Report 2022/23,IFS,https://www.wakefield.gov.uk/media/pa3kkg2i/infrastructure-funding-statement-2022-23.pdf,https://www.wakefield.gov.uk/planning/planning-policy/community-infrastructure-levy-cil/infrastructure-funding-statement/,local-authority: WKF,,,,,
,infrastructure funding statement 2019-20,IFS,https://www.watford.gov.uk/downloads/file/252/infrastructure-funding-statement-report-2019-20,https://www.watford.gov.uk/planning-information-1/community-infrastructure-levy-watford/3,local-authority: WAT,,,,,
,Infrastructure Funding Statement 2021 to 2022,IFS,https://cms.westnorthants.gov.uk/media/7199/download,https://www.westnorthants.gov.uk/community-infrastructure-levy-and-infrastructure-provision/infrastructure-provision/infrastructure,local-authority: WNUA,,,,,
359,Infrastructure Funding Statement 2022 to 2023,IFS,https://www.westoxon.gov.uk/media/5c4hzy32/wodc-infrastructure-funding-statement-2022-to-2023.pdf,https://www.westoxon.gov.uk/planning-and-building/community-infrastructure-levy/infrastructure-spending-and-funding/,local-authority: WOX,,,,,
361,Annual Infrastructure Funding Statement 2022 to 2023,IFS,https://www.westsuffolk.gov.uk/planning/Planning_Policies/upload/Annual-infrastructure-funding-statement-2022-to-2023.pdf,https://www.westsuffolk.gov.uk/planning/Planning_Policies/section106communityinfrastructurelevy.cfm,local-authority: WSK,,CIL is not currently in use in West Suffolk,,,
,Infrastructure Funding Statement 2019/20,IFS,https://www.woking2027.info/ldfresearch/infrastructurefundingstatement201920.pdf,https://www.woking2027.info/ldfresearch/infrastructurefundingstatement201920,local-authority: WOI,,,,,
,Wokingham Borough Council - Infrastructure Funding Statement - 2022/23,IFS,https://www.wokingham.gov.uk/sites/wokingham/files/2023-12/Wokingham%20Borough%20Council%20-%20Infrastructure%20Funding%20Statement%20-%202022%20to%202023.pdf,https://www.wokingham.gov.uk/planning-policy/planning-policy-information/community-infrastructure-levy-cil,local-authority: WOK,,,,,
373,Annual Infrastructure Funding Statement Summary,IFS,https://www.worcestershire.gov.uk/sites/default/files/2023-12/2023-12-19%20WCC%20Annual%20IFS%202022-23%20FINAL%20checked.pdf,https://www.worcestershire.gov.uk/council-services/planning-and-developments/planning-policy-and-strategy/infrastructure-planning/infrastructure-funding-statement,local-authority: WOR,,,,,
,Wychavon Infrastructure Funding Statement 2023,IFS,https://www.wychavon.gov.uk/component/fileman/?view=file&routed=1&name=Wychavon%20Infrastructure%20Funding%20Statement%202023.pdf&folder=MHDC/wdc&container=fileman-files,https://www.wychavon.gov.uk/planning/other-planning-services/community-infrastructure-levy,local-authority: WYC,,,,,
,North Yorkshire Annual Infrastructure Funding Statement 2022-23,IFS,https://www.northyorks.gov.uk/sites/default/files/2024-02/North%20Yorkshire%20Council%20Infrastructure%20Funding%20Statement%2022-23%20-%20accessible.pdf,https://www.northyorks.gov.uk/planning-and-conservation/developer-contributions/developer-contributions-your-area/developer-contributions-craven,,,Craven,,,
,North Yorkshire Annual Infrastructure Funding Statement 2022-23,IFS,https://www.northyorks.gov.uk/sites/default/files/2024-02/North%20Yorkshire%20Council%20Infrastructure%20Funding%20Statement%2022-23%20-%20accessible.pdf,https://www.northyorks.gov.uk/planning-and-conservation/developer-contributions/developer-contributions-your-area/developer-contributions-hambleton,,,Hambleton,,,
,North Yorkshire Annual Infrastructure Funding Statement 2022-23,IFS,https://www.northyorks.gov.uk/sites/default/files/2024-02/North%20Yorkshire%20Council%20Infrastructure%20Funding%20Statement%2022-23%20-%20accessible.pdf,https://www.northyorks.gov.uk/planning-and-conservation/developer-contributions/developer-contributions-your-area/developer-contributions-harrogate/infrastructure-funding-statement,,,Harrogate,,,
,North Yorkshire Annual Infrastructure Funding Statement 2022-23,IFS,https://www.northyorks.gov.uk/sites/default/files/2024-02/North%20Yorkshire%20Council%20Infrastructure%20Funding%20Statement%2022-23%20-%20accessible.pdf,https://www.northyorks.gov.uk/planning-and-conservation/planning-policy/planning-policy-your-local-area/ryedale-planning-policy/ryedale-plan-supporting-documents/community-infrastructure-levy,,,Ryedale,,,
,North Yorkshire Annual Infrastructure Funding Statement,IFS,https://www.northyorks.gov.uk/sites/default/files/2024-02/North%20Yorkshire%20Council%20Infrastructure%20Funding%20Statement%2022-23%20-%20accessible.pdf,https://www.northyorks.gov.uk/planning-and-conservation/developer-contributions/developer-contributions-your-area/developer-contributions-scarborough,,,Scarborough,,,
